species	larva	segment	anterior	posterior	denticle.width
Dwil	19	A3	46.09	48.9	2.81
Dwil	19	A4	53.49	55.33	1.84
Dwil	19	A5	59.37	62.08	2.71
Dwil	19	A6	66.63	68.76	2.13
Dwil	19	A7	73.05	76.16	3.11
Dwil	19	A8	80.33	82.93	2.6
Dwil	20	A1	31.1	32.36	1.26
Dwil	20	A2	37.79	40.35	2.56
Dwil	20	A3	45.53	48.49	2.96
Dwil	20	A4	53.66	55.87	2.21
Dwil	20	A5	60.73	62.87	2.14
Dwil	20	A6	67.73	69.88	2.15
Dwil	20	A7	74.45	77.45	3
Dwil	20	A8	81.61	85.36	3.75
Dwil	21	A1	31.09	32.61	1.52
Dwil	21	A2	38.34	41.94	3.6
Dwil	21	A3	47.02	49.99	2.97
Dwil	21	A4	54.96	57.68	2.72
Dwil	21	A5	62.77	64.99	2.22
Dwil	21	A6	70.09	72.48	2.39
Dwil	21	A7	77.58	79.72	2.14
Dwil	21	A8	84.99	88.15	3.16
Dwil	22	A1	32.3	33.93	1.63
Dwil	22	A2	39.48	43.12	3.64
Dwil	22	A3	48.48	51.09	2.61
Dwil	22	A4	55.49	58.66	3.17
Dwil	22	A5	63.58	66.05	2.47
Dwil	22	A6	70.99	73.32	2.33
Dwil	22	A7	78.22	80.84	2.62
Dwil	22	A8	85.22	88.47	3.25
Dwil	23	A1	31.43	32.77	1.34
Dwil	23	A2	38.4	41.68	3.28
Dwil	23	A3	46.59	49.71	3.12
Dwil	23	A4	54.4	56.85	2.45
Dwil	23	A5	61.46	64.07	2.61
Dwil	23	A6	68.67	71.16	2.49
Dwil	23	A7	76.33	79.34	3.01
Dwil	23	A8	84.05	87.34	3.29
Dwil	24	A1	31.35	32.96	1.61
Dwil	24	A2	38.38	41.48	3.1
Dwil	24	A3	46.64	49.49	2.85
Dwil	24	A4	53.92	56.64	2.72
Dwil	24	A5	60.93	63.28	2.35
Dwil	24	A6	68.05	70.29	2.24
Dwil	24	A7	75.19	77.54	2.35
Dwil	24	A8	82.44	84.94	2.5
Dwil	25	A1	31.95	33.48	1.53
Dwil	25	A2	38.93	41.99	3.06
Dwil	25	A3	46.99	49.79	2.8
Dwil	25	A4	54.46	56.8	2.34
Dwil	25	A5	61.49	64.07	2.58
Dwil	25	A6	69	71.51	2.51
Dwil	25	A7	75.94	79.21	3.27
Dwil	25	A8	83.39	85.94	2.55
Dwil	26	A1	30.07	31.31	1.24
Dwil	26	A2	36.77	39.58	2.81
Dwil	26	A3	44.54	47.55	3.01
Dwil	26	A4	52.29	55.31	3.02
Dwil	26	A5	59.91	63.12	3.21
Dwil	26	A6	67.48	70.37	2.89
Dwil	26	A7	74.43	77.69	3.26
Dwil	26	A8	82.68	86.37	3.69
Dwil	27	A1	31.46	33.01	1.55
Dwil	27	A2	38.8	41.77	2.97
Dwil	27	A3	47.05	50.3	3.25
Dwil	27	A4	55.27	58.55	3.28
Dwil	27	A5	63.16	66.09	2.93
Dwil	27	A6	71.12	73.49	2.37
Dwil	27	A7	77.7	80.35	2.65
Dwil	27	A8	85.09	88.64	3.55
Dwil	28	A1	30.81	31.96	1.15
Dwil	28	A2	37.47	40.56	3.09
Dwil	28	A3	45.93	48.82	2.89
Dwil	28	A4	53.61	56.22	2.61
Dwil	28	A5	61.13	63.62	2.49
Dwil	28	A6	68.63	70.9	2.27
Dwil	28	A7	75.58	78.62	3.04
Dwil	28	A8	83.37	86.49	3.12
Dwil	29	A1	31.22	32.32	1.1
Dwil	29	A2	37.93	40.77	2.84
Dwil	29	A3	45.81	48.7	2.89
Dwil	29	A4	53.45	55.95	2.5
Dwil	29	A5	60.7	62.94	2.24
Dwil	29	A6	67.84	70.3	2.46
Dwil	29	A7	75.05	77.61	2.56
Dwil	29	A8	82.6	84.08	1.48
Dwil	30	A1	31.42	32.88	1.46
Dwil	30	A2	38.64	41.48	2.84
Dwil	30	A3	46.6	49.17	2.57
Dwil	30	A4	54.14	56.48	2.34
Dwil	30	A5	61.3	63.87	2.57
Dwil	30	A6	68.78	71.02	2.24
Dwil	30	A7	75.59	78.58	2.99
Dwil	30	A8	82.97	85.23	2.26
Dwil	31	A1	31.84	33.29	1.45
Dwil	31	A2	38.95	41.52	2.57
Dwil	31	A3	46.78	49.39	2.61
Dwil	31	A4	54.29	56.28	1.99
Dwil	31	A5	61.09	63.66	2.57
Dwil	31	A6	68.44	70.59	2.15
Dwil	31	A7	75.29	78.14	2.85
Dwil	31	A8	82.67	86.29	3.62
Dwil	32	A1	31.77	33.36	1.59
Dwil	32	A2	38.78	41.58	2.8
Dwil	32	A3	46.33	49.07	2.74
Dwil	32	A4	53.93	56.35	2.42
Dwil	32	A5	60.97	63.38	2.41
Dwil	32	A6	67.95	70.67	2.72
Dwil	32	A7	75.19	78.45	3.26
Dwil	32	A8	83.06	85.83	2.77
Dwil	33	A1	30.73	31.79	1.06
Dwil	33	A2	36.98	39.57	2.59
Dwil	33	A3	44.52	47.03	2.51
Dwil	33	A4	51.87	54.07	2.2
Dwil	33	A5	58.12	61.01	2.89
Dwil	33	A6	65.52	68.18	2.66
Dwil	33	A7	72.28	75.93	3.65
Dwil	33	A8	80.33	83.76	3.43
Dwil	34	A1	31	32.61	1.61
Dwil	34	A2	38.38	41.07	2.69
Dwil	34	A3	46.27	48.81	2.54
Dwil	34	A4	53.66	56.09	2.43
Dwil	34	A5	60.74	63.21	2.47
Dwil	34	A6	68.04	70.28	2.24
Dwil	34	A7	75.13	78.05	2.92
Dwil	34	A8	83.05	86.57	3.52
Dwil	35	A1	30.22	31.61	1.39
Dwil	35	A2	37.12	39.68	2.56
Dwil	35	A3	45.05	47.63	2.58
Dwil	35	A4	52.55	55.28	2.73
Dwil	35	A5	60.16	62.54	2.38
Dwil	35	A6	67.73	69.83	2.1
Dwil	35	A7	74.61	77.73	3.12
Dwil	35	A8	82.66	86.23	3.57
Dwil	36	A1	31.26	32.65	1.39
Dwil	36	A2	38.03	40.78	2.75
Dwil	36	A3	45.83	48.78	2.95
Dwil	36	A4	53.48	55.94	2.46
Dwil	36	A5	60.73	63.28	2.55
Dwil	36	A6	68.05	70.94	2.89
Dwil	36	A7	75.6	79.04	3.44
Dwil	36	A8	83.53	87.1	3.57
Dwil	37	A1	31.25	32.81	1.56
Dwil	37	A2	38.22	41.29	3.07
Dwil	37	A3	46.49	49.57	3.08
Dwil	37	A4	54.24	57	2.76
Dwil	37	A5	61.47	64.37	2.9
Dwil	37	A6	69.21	71.6	2.39
Dwil	37	A7	75.93	79.24	3.31
Dwil	37	A8	83.52	86.92	3.4
Dwil	38	A1	31.08	32.44	1.36
Dwil	38	A2	37.79	40.6	2.81
Dwil	38	A3	45.54	48.83	3.29
Dwil	38	A4	53.51	56.42	2.91
Dwil	38	A5	60.45	63.59	3.14
Dwil	38	A6	68.33	71.71	3.38
Dwil	38	A7	76.24	79	2.76
Dwil	38	A8	82.97	85.61	2.64
Dwil	39	A1	32.63	33.98	1.35
Dwil	39	A2	39.65	42.4	2.75
Dwil	39	A3	47.68	50.57	2.89
Dwil	39	A4	55.5	57.84	2.34
Dwil	39	A5	62.55	65.08	2.53
Dwil	39	A6	69.82	72.45	2.63
Dwil	39	A7	77.3	80.6	3.3
Dwil	39	A8	85.63	89.38	3.75
Dwil	40	A1	32.42	34.19	1.77
Dwil	40	A2	39.81	43.13	3.32
Dwil	40	A3	48.13	51.48	3.35
Dwil	40	A4	56.19	58.8	2.61
Dwil	40	A5	63.13	65.73	2.6
Dwil	40	A6	70.72	73.62	2.9
Dwil	40	A7	78.12	81.09	2.97
Dwil	40	A8	85.91	89.28	3.37
Dwil	41	A1	32.48	33.94	1.46
Dwil	41	A2	39.46	42.69	3.23
Dwil	41	A3	47.67	50.47	2.8
Dwil	41	A4	55.12	57.86	2.74
Dwil	41	A5	62.35	64.91	2.56
Dwil	41	A6	69.75	72.33	2.58
Dwil	41	A7	76.81	79.8	2.99
Dwil	41	A8	83.94	87.15	3.21
Dwil	42	A1	31.2	32.52	1.32
Dwil	42	A2	37.98	41.04	3.06
Dwil	42	A3	46.19	49.46	3.27
Dwil	42	A4	54.11	56.51	2.4
Dwil	42	A5	60.97	63.15	2.18
Dwil	42	A6	68.1	71.06	2.96
Dwil	42	A7	75.87	78.54	2.67
Dwil	42	A8	82.54	84.83	2.29
Dwil	43	A1	30.99	32.46	1.47
Dwil	43	A2	37.95	40.96	3.01
Dwil	43	A3	45.91	48.91	3
Dwil	43	A4	53.46	55.88	2.42
Dwil	43	A5	60.75	63.43	2.68
Dwil	43	A6	68.28	71.32	3.04
Dwil	43	A7	76.02	79.31	3.29
Dwil	43	A8	83.68	86.46	2.78
Dwil	44	A1	30.94	32.25	1.31
Dwil	44	A2	37.57	40.74	3.17
Dwil	44	A3	45.82	49.01	3.19
Dwil	44	A4	53.71	56.73	3.02
Dwil	44	A5	60.88	63.75	2.87
Dwil	44	A6	68.37	71.32	2.95
Dwil	44	A7	75.79	78.91	3.12
Dwil	44	A8	83.25	86.03	2.78
Dwil	45	A1	31.16	32.78	1.62
Dwil	45	A2	38.31	41.24	2.93
Dwil	45	A3	46.52	49.56	3.04
Dwil	45	A4	54.01	56.67	2.66
Dwil	45	A5	61.31	63.9	2.59
Dwil	45	A6	69.07	71.69	2.62
Dwil	45	A7	76.17	79.22	3.05
Dwil	45	A8	84.04	86.36	2.32
Dwil	46	A1	30.82	32.25	1.43
Dwil	46	A2	38.01	40.78	2.77
Dwil	46	A3	46.01	48.81	2.8
Dwil	46	A4	53.62	56.36	2.74
Dwil	46	A5	60.98	63.72	2.74
Dwil	46	A6	68.47	71.38	2.91
Dwil	46	A7	75.94	78.63	2.69
Dwil	46	A8	83.43	86.66	3.23
Dwil	47	A1	31.78	32.95	1.17
Dwil	47	A2	38.36	41.15	2.79
Dwil	47	A3	46.02	49.11	3.09
Dwil	47	A4	53.46	56.32	2.86
Dwil	47	A5	60.66	63.45	2.79
Dwil	47	A6	68.08	71.01	2.93
Dwil	47	A7	75.31	78.34	3.03
Dwil	47	A8	83	85.09	2.09
Dwil	48	A1	30.52	32.03	1.51
Dwil	48	A2	37.4	40.57	3.17
Dwil	48	A3	45.56	48.76	3.2
Dwil	48	A4	53.23	56.38	3.15
Dwil	48	A5	60.65	63.89	3.24
Dwil	48	A6	68.32	71.5	3.18
Dwil	48	A7	75.92	79.17	3.25
Dwil	48	A8	83.53	86.59	3.06
Dwil	49	A1	30.57	32.06	1.49
Dwil	49	A2	37.69	40.77	3.08
Dwil	49	A3	45.77	48.94	3.17
Dwil	49	A4	53.4	55.88	2.48
Dwil	49	A5	60.17	63.12	2.95
Dwil	49	A6	67.86	70.67	2.81
Dwil	49	A7	75.53	79.03	3.5
Dwil	49	A8	83.87	87.05	3.18
Dwil	50	A1	31.93	33.83	1.9
Dwil	50	A2	38.71	42.13	3.42
Dwil	50	A3	46.65	49.95	3.3
Dwil	50	A4	54.3	57.08	2.78
Dwil	50	A5	61.38	64.15	2.77
Dwil	50	A6	68.69	71.69	3
Dwil	50	A7	76.11	79.34	3.23
Dwil	50	A8	83.77	86.09	2.32
Dwil	51	A1	32.21	33.71	1.5
Dwil	51	A2	39.11	42.29	3.18
Dwil	51	A3	47.24	50.37	3.13
Dwil	51	A4	54.74	57.62	2.88
Dwil	51	A5	62.02	64.68	2.66
Dwil	51	A6	69.16	72.22	3.06
Dwil	51	A7	76.56	79.77	3.21
Dwil	51	A8	84.16	87.71	3.55
Dwil	52	A1	30.39	31.79	1.4
Dwil	52	A2	37.29	40.07	2.78
Dwil	52	A3	45.4	48.36	2.96
Dwil	52	A4	52.87	55.5	2.63
Dwil	52	A5	60.19	62.94	2.75
Dwil	52	A6	67.71	70.66	2.95
Dwil	52	A7	75.09	78.17	3.08
Dwil	52	A8	82.47	84.4	1.93
Dwil	53	A1	30.9	32.01	1.11
Dwil	53	A2	37.35	39.9	2.55
Dwil	53	A3	44.98	47.94	2.96
Dwil	53	A4	51.95	54.99	3.04
Dwil	53	A5	59.39	62.64	3.25
Dwil	53	A6	67.18	70.1	2.92
Dwil	53	A7	74.27	76.81	2.54
Dwil	53	A8	81	82.27	1.27
Dwil	54	A1	31.74	33.39	1.65
Dwil	54	A2	38.85	42.1	3.25
Dwil	54	A3	47.02	50.21	3.19
Dwil	54	A4	54.75	57.74	2.99
Dwil	54	A5	61.75	64.63	2.88
Dwil	54	A6	69.12	71.65	2.53
Dwil	54	A7	76.48	79.79	3.31
Dwil	54	A8	83.78	87.36	3.58
Dwil	55	A1	30.83	32.73	1.9
Dwil	55	A2	37.88	40.68	2.8
Dwil	55	A3	45.67	48.7	3.03
Dwil	55	A4	53.12	56.17	3.05
Dwil	55	A5	60.75	63.96	3.21
Dwil	55	A6	68.38	71.54	3.16
Dwil	55	A7	75.78	78.91	3.13
Dwil	55	A8	83.21	86.46	3.25
Dwil	56	A1	30.91	32.08	1.17
Dwil	56	A2	37.7	40.74	3.04
Dwil	56	A3	45.53	48.67	3.14
Dwil	56	A4	53.02	56.42	3.4
Dwil	56	A5	60.7	63.95	3.25
Dwil	56	A6	68.42	71.61	3.19
Dwil	56	A7	76.03	79.09	3.06
Dwil	56	A8	83.41	86.7	3.29
Dwil	57	A1	32.08	33.08	1
Dwil	57	A2	38.61	41.57	2.96
Dwil	57	A3	46.65	49.72	3.07
Dwil	57	A4	53.81	56.61	2.8
Dwil	57	A5	61.01	64.11	3.1
Dwil	57	A6	68.88	72.11	3.23
Dwil	57	A7	76.51	79.85	3.34
Dwil	57	A8	84.38	87.62	3.24
Dwil	58	A1	30.15	31.46	1.31
Dwil	58	A2	36.67	39.65	2.98
Dwil	58	A3	44.5	47.6	3.1
Dwil	58	A4	52.14	55.29	3.15
Dwil	58	A5	59.33	62.58	3.25
Dwil	58	A6	67.02	70.1	3.08
Dwil	58	A7	74.64	78.08	3.44
Dwil	58	A8	82.33	85.49	3.16
Dwil	59	A1	31.63	33.15	1.52
Dwil	59	A2	38.76	41.76	3
Dwil	59	A3	46.93	49.54	2.61
Dwil	59	A4	54.22	56.75	2.53
Dwil	59	A5	61.32	63.93	2.61
Dwil	59	A6	68.83	71.28	2.45
Dwil	59	A7	75.91	78.84	2.93
Dwil	59	A8	84.09	85.05	0.96
Dwil	60	A1	30.43	31.68	1.25
Dwil	60	A2	37.21	40.38	3.17
Dwil	60	A3	45.69	48.96	3.27
Dwil	60	A4	53.5	56.49	2.99
Dwil	60	A5	61.26	64.3	3.04
Dwil	60	A6	68.81	71.6	2.79
Dwil	60	A7	75.98	78.85	2.87
Dwil	60	A8	83.45	86.36	2.91
Dwil	61	A1	31.4	32.91	1.51
Dwil	61	A2	38.21	41.39	3.18
Dwil	61	A3	46.4	49.55	3.15
Dwil	61	A4	54.02	57.23	3.21
Dwil	61	A5	61.66	64.8	3.14
Dwil	61	A6	69.11	72.34	3.23
Dwil	61	A7	76.74	79.77	3.03
Dwil	61	A8	84.1	86.81	2.71
Dwil	62	A1	31.66	33.2	1.54
Dwil	62	A2	38.62	41.59	2.97
Dwil	62	A3	46.68	49.91	3.23
Dwil	62	A4	54.23	57.21	2.98
Dwil	62	A5	61.82	64.92	3.1
Dwil	62	A6	69.59	72.45	2.86
Dwil	62	A7	76.88	80.18	3.3
Dwil	62	A8	84.72	87.69	2.97
Dwil	63	A1	30.99	31.94	0.95
Dwil	63	A2	37.2	40.34	3.14
Dwil	63	A3	45.56	48.73	3.17
Dwil	63	A4	53.4	56.58	3.18
Dwil	63	A5	61.3	64.44	3.14
Dwil	63	A6	69.25	72.1	2.85
Dwil	63	A7	76.32	79.63	3.31
Dwil	63	A8	84.09	86.87	2.78
Dwil	64	A1	30.77	32.2	1.43
Dwil	64	A2	37.65	40.7	3.05
Dwil	64	A3	45.68	48.82	3.14
Dwil	64	A4	53.19	56.3	3.11
Dwil	64	A5	60.84	63.97	3.13
Dwil	64	A6	68.4	71.73	3.33
Dwil	64	A7	75.79	79	3.21
Dwil	64	A8	83.2	86.36	3.16
Dwil	65	A1	31.01	32.49	1.48
Dwil	65	A2	38.12	41.1	2.98
Dwil	65	A3	46.35	49.49	3.14
Dwil	65	A4	53.67	55.96	2.29
Dwil	65	A5	60.66	63.74	3.08
Dwil	65	A6	68.44	70.95	2.51
Dwil	65	A7	75.66	77.67	2.01
Dwil	65	A8	82.13	83.74	1.61
Dwil	66	A1	31.44	32.9	1.46
Dwil	66	A2	38.25	41.32	3.07
Dwil	66	A3	46.32	49.55	3.23
Dwil	66	A4	53.53	56.45	2.92
Dwil	66	A5	60.93	64.16	3.23
Dwil	66	A6	68.84	71.72	2.88
Dwil	66	A7	76.13	78.72	2.59
Dwil	66	A8	83.38	85.25	1.87
Dwil	67	A1	30.86	32.33	1.47
Dwil	67	A2	37.58	40.76	3.18
Dwil	67	A3	45.83	49.36	3.53
Dwil	67	A4	53.1	55.89	2.79
Dwil	67	A5	60.66	63.56	2.9
Dwil	67	A6	68.38	71.49	3.11
Dwil	67	A7	76.23	79.11	2.88
Dwil	67	A8	83.37	84.72	1.35
Dwil	68	A1	30.38	31.8	1.42
Dwil	68	A2	37.33	40.04	2.71
Dwil	68	A3	45.3	48.29	2.99
Dwil	68	A4	52.78	55.1	2.32
Dwil	68	A5	59.93	62.67	2.74
Dwil	68	A6	67.44	70.55	3.11
Dwil	68	A7	74.42	76.97	2.55
Dwil	68	A8	81.82	82.88	1.06
Dwil	69	A1	30.1	31.57	1.47
Dwil	69	A2	36.84	39.88	3.04
Dwil	69	A3	44.99	47.92	2.93
Dwil	69	A4	52.37	55.07	2.7
Dwil	69	A5	59.6	62.86	3.26
Dwil	69	A6	67.32	70.47	3.15
Dwil	69	A7	74.8	77.16	2.36
Dwil	69	A8	80.72	82.59	1.87
Dwil	70	A1	32.29	33.53	1.24
Dwil	70	A2	39.12	42.21	3.09
Dwil	70	A3	47.18	50.35	3.17
Dwil	70	A4	54.91	58.03	3.12
Dwil	70	A5	62.3	65.34	3.04
Dwil	70	A6	70.03	72.9	2.87
Dwil	70	A7	77.53	80.87	3.34
Dwil	70	A8	85.66	89.29	3.63
Dwil	71	A1	31.66	33.18	1.52
Dwil	71	A2	38.42	41.47	3.05
Dwil	71	A3	46.32	49.52	3.2
Dwil	71	A4	54.09	57.21	3.12
Dwil	71	A5	61.62	64.73	3.11
Dwil	71	A6	69.29	72.54	3.25
Dwil	71	A7	76.33	79.46	3.13
Dwil	71	A8	83.69	87.02	3.33
Dwil	72	A1	30.64	32.07	1.43
Dwil	72	A2	37.72	40.8	3.08
Dwil	72	A3	45.91	49.11	3.2
Dwil	72	A4	53.08	56.16	3.08
Dwil	72	A5	60.58	63.92	3.34
Dwil	72	A6	68.38	71.63	3.25
Dwil	72	A7	75.77	79.1	3.33
Dwil	72	A8	81.69	83.44	1.75
Dwil	73	A1	30.66	32.18	1.52
Dwil	73	A2	37.5	40.48	2.98
Dwil	73	A3	45.5	48.57	3.07
Dwil	73	A4	52.92	55.58	2.66
Dwil	73	A5	59.74	63.11	3.37
Dwil	73	A6	67.99	71.19	3.2
Dwil	73	A7	75.47	77.95	2.48
Dwil	73	A8	82.83	84.19	1.36
Dwil	74	A1	31.88	33.39	1.51
Dwil	74	A2	39.01	41.64	2.63
Dwil	74	A3	46.76	49.22	2.46
Dwil	74	A4	54.01	56.27	2.26
Dwil	74	A5	60.91	63.75	2.84
Dwil	74	A6	68.76	71.7	2.94
Dwil	74	A7	76.29	79.38	3.09
Dwil	74	A8	84.34	87.31	2.97
Dwil	75	A1	32.23	33.74	1.51
Dwil	75	A2	39.14	41.82	2.68
Dwil	75	A3	46.93	49.56	2.63
Dwil	75	A4	54.4	56.97	2.57
Dwil	75	A5	61.79	64.43	2.64
Dwil	75	A6	69.03	71.71	2.68
Dwil	75	A7	76.21	79.58	3.37
Dwil	75	A8	84.2	87.42	3.22
Dwil	76	A1	29.94	31.4	1.46
Dwil	76	A2	36.69	39.94	3.25
Dwil	76	A3	44.87	48.09	3.22
Dwil	76	A4	52.3	55.33	3.03
Dwil	76	A5	59.87	63.09	3.22
Dwil	76	A6	67.69	70.9	3.21
Dwil	76	A7	75.18	78.62	3.44
Dwil	76	A8	83.01	86.24	3.23
Dwil	77	A1	32.16	33.4	1.24
Dwil	77	A2	38.97	42.09	3.12
Dwil	77	A3	46.8	50.01	3.21
Dwil	77	A4	54.28	57.51	3.23
Dwil	77	A5	61.7	64.73	3.03
Dwil	77	A6	69.19	72.04	2.85
Dwil	77	A7	76.5	79.73	3.23
Dwil	77	A8	84.41	87.75	3.34
Dwil	78	A1	32.03	33.37	1.34
Dwil	78	A2	39	42.12	3.12
Dwil	78	A3	46.88	50.16	3.28
Dwil	78	A4	54.81	57.93	3.12
Dwil	78	A5	61.99	65.19	3.2
Dwil	78	A6	69.56	72.29	2.73
Dwil	78	A7	77.11	80.25	3.14
Dwil	78	A8	84.62	88.01	3.39
Dwil	79	A1	30.4	31.76	1.36
Dwil	79	A2	37.3	40.28	2.98
Dwil	79	A3	45.33	48.48	3.15
Dwil	79	A4	52.84	55.61	2.77
Dwil	79	A5	60.09	63.27	3.18
Dwil	79	A6	67.88	71.06	3.18
Dwil	79	A7	75.22	78.52	3.3
Dwil	79	A8	82.31	84.19	1.88
Dwil	80	A1	30.94	32.32	1.38
Dwil	80	A2	37.87	40.76	2.89
Dwil	80	A3	46.11	49.35	3.24
Dwil	80	A4	53.17	56.2	3.03
Dwil	80	A5	60.93	64.13	3.2
Dwil	80	A6	69.05	71.9	2.85
Dwil	80	A7	76.54	78.48	1.94
Dwil	80	A8	83.11	84.23	1.12
Dwil	81	A1	31.75	33.06	1.31
Dwil	81	A2	38.43	41.36	2.93
Dwil	81	A3	46.29	49.46	3.17
Dwil	81	A4	53.55	56.53	2.98
Dwil	81	A5	60.9	64.03	3.13
Dwil	81	A6	68.73	71.61	2.88
Dwil	81	A7	75.88	79.36	3.48
Dwil	81	A8	83.79	85.87	2.08
Dwil	82	A1	30.25	31.72	1.47
Dwil	82	A2	37.03	40.14	3.11
Dwil	82	A3	44.99	48.11	3.12
Dwil	82	A4	52.66	55.9	3.24
Dwil	82	A5	60.11	63.57	3.46
Dwil	82	A6	67.92	71.28	3.36
Dwil	82	A7	75.57	79.16	3.59
Dwil	82	A8	83.64	86.33	2.69
Dwil	83	A1	31.78	33.06	1.28
Dwil	83	A2	38.46	41.25	2.79
Dwil	83	A3	46.14	49.01	2.87
Dwil	83	A4	53.51	56.41	2.9
Dwil	83	A5	60.7	63.79	3.09
Dwil	83	A6	68.41	71.33	2.92
Dwil	83	A7	75.72	79.02	3.3
Dwil	83	A8	83.41	85.66	2.25
Dwil	84	A1	32.44	33.44	1
Dwil	84	A2	38.92	41.7	2.78
Dwil	84	A3	46.78	49.5	2.72
Dwil	84	A4	54.15	56.66	2.51
Dwil	84	A5	61.06	63.73	2.67
Dwil	84	A6	68.4	71.26	2.86
Dwil	84	A7	75.59	78.94	3.35
Dwil	84	A8	83.61	86.85	3.24
Dwil	85	A1	30.69	32.03	1.34
Dwil	85	A2	37.43	40.61	3.18
Dwil	85	A3	45.6	48.79	3.19
Dwil	85	A4	53.2	55.9	2.7
Dwil	85	A5	60.53	63.56	3.03
Dwil	85	A6	68.36	71.19	2.83
Dwil	85	A7	75.87	78.47	2.6
Dwil	85	A8	82.73	85.61	2.88
Dwil	86	A1	30.07	31.26	1.19
Dwil	86	A2	36.82	39.9	3.08
Dwil	86	A3	45.06	48.34	3.28
Dwil	86	A4	53.06	55.68	2.62
Dwil	86	A5	60.21	63.04	2.83
Dwil	86	A6	67.73	70.43	2.7
Dwil	86	A7	75.05	77.59	2.54
Dwil	86	A8	81.86	83.31	1.45
Dwil	87	A1	29.82	31.2	1.38
Dwil	87	A2	36.46	39.6	3.14
Dwil	87	A3	45.05	48.33	3.28
Dwil	87	A4	53.05	56.02	2.97
Dwil	87	A5	60.37	63.71	3.34
Dwil	87	A6	68.32	71.46	3.14
Dwil	87	A7	76.08	78.91	2.83
Dwil	87	A8	83.15	85.72	2.57
Dwil	88	A1	30.76	32.17	1.41
Dwil	88	A2	37.6	40.8	3.2
Dwil	88	A3	46.03	49.21	3.18
Dwil	88	A4	53.54	56.38	2.84
Dwil	88	A5	60.94	64.2	3.26
Dwil	88	A6	68.83	71.94	3.11
Dwil	88	A7	76.57	78.83	2.26
Dwil	88	A8	83.37	85.91	2.54
Dwil	89	A1	31.88	33.17	1.29
Dwil	89	A2	38.56	41.49	2.93
Dwil	89	A3	46.36	49.56	3.2
Dwil	89	A4	54.04	57.27	3.23
Dwil	89	A5	61.48	64.65	3.17
Dwil	89	A6	68.76	71.73	2.97
Dwil	89	A7	75.87	79.35	3.48
Dwil	89	A8	83.68	86.38	2.7
Dwil	90	A1	30.56	32	1.44
Dwil	90	A2	37.38	40.23	2.85
Dwil	90	A3	45.29	47.98	2.69
Dwil	90	A4	52.54	55.09	2.55
Dwil	90	A5	59.63	62.52	2.89
Dwil	90	A6	66.99	69.85	2.86
Dwil	90	A7	74.3	77.08	2.78
Dwil	90	A8	81.28	82.62	1.34
Dwil	91	A1	31.02	32.43	1.41
Dwil	91	A2	38	40.72	2.72
Dwil	91	A3	46.05	48.69	2.64
Dwil	91	A4	53.36	56.43	3.07
Dwil	91	A5	61.08	63.28	2.2
Dwil	91	A6	68.01	70.88	2.87
Dwil	91	A7	75.52	78.52	3
Dwil	91	A8	83.24	85.61	2.37
Dwil	92	A1	31.57	33.01	1.44
Dwil	92	A2	38.47	41.77	3.3
Dwil	92	A3	46.86	50.02	3.16
Dwil	92	A4	54.7	57.09	2.39
Dwil	92	A5	62.04	64.5	2.46
Dwil	92	A6	69.17	71.3	2.13
Dwil	92	A7	76.29	79.29	3
Dwil	92	A8	83.87	87.1	3.23
Dwil	93	A1	31.2	32.77	1.57
Dwil	93	A2	37.81	41.12	3.31
Dwil	93	A3	45.72	48.98	3.26
Dwil	93	A4	53.02	56.03	3.01
Dwil	93	A5	60.4	63.51	3.11
Dwil	93	A6	67.67	70.8	3.13
Dwil	93	A7	75.16	78.56	3.4
Dwil	93	A8	82.77	86.23	3.46
Dwil	94	A1	31.06	32.45	1.39
Dwil	94	A2	38.11	40.98	2.87
Dwil	94	A3	45.99	49.01	3.02
Dwil	94	A4	53.77	56.48	2.71
Dwil	94	A5	60.97	64.24	3.27
Dwil	94	A6	68.67	71.9	3.23
Dwil	94	A7	75.96	79.08	3.12
Dwil	94	A8	83.24	84.54	1.3
Dwil	95	A1	30.36	31.83	1.47
Dwil	95	A2	37.02	40.1	3.08
Dwil	95	A3	44.96	48.15	3.19
Dwil	95	A4	52.75	56	3.25
Dwil	95	A5	60.58	63.88	3.3
Dwil	95	A6	68.45	71.84	3.39
Dwil	95	A7	76.24	79.68	3.44
Dwil	95	A8	84.43	87.78	3.35
Dwil	96	A1	31.5	32.6	1.1
Dwil	96	A2	38.24	41.15	2.91
Dwil	96	A3	46.5	49.58	3.08
Dwil	96	A4	53.96	56.74	2.78
Dwil	96	A5	61.29	64.4	3.11
Dwil	96	A6	69.1	72.17	3.07
Dwil	96	A7	76.59	79.85	3.26
Dwil	96	A8	83.95	86.62	2.67
Dwil	97	A1	32.08	33.38	1.3
Dwil	97	A2	39.16	42.07	2.91
Dwil	97	A3	47.17	50	2.83
Dwil	97	A4	54.76	57.29	2.53
Dwil	97	A5	61.95	64.72	2.77
Dwil	97	A6	69.32	72.1	2.78
Dwil	97	A7	76.77	79.91	3.14
Dwil	97	A8	84.72	87.34	2.62
Dwil	98	A1	31.9	33.21	1.31
Dwil	98	A2	38.38	40.98	2.6
Dwil	98	A3	45.97	48.76	2.79
Dwil	98	A4	53.2	56.18	2.98
Dwil	98	A5	60.58	63.75	3.17
Dwil	98	A6	68.15	71.37	3.22
Dwil	98	A7	75.68	78.95	3.27
